userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Ria Utami,"Masa war tiket ga bisa masuk terus anjir, sekalinya usah bisa malah tiket habis",1,,2023-03-31 07:26:51,Hai Ria. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : DZ,2023-04-01 04:01:46,
Faza Gitya Naufal Labib,"Pas milih tanggal lahir buat bayi tidak bisa setel tanggal, di scroll malah kembali ke tanggal awal gimana sih ini apk nya ?",2,4.54.0,2023-03-31 05:37:31,Hai Faza Gitya. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF,2023-03-31 06:26:25,4.54.0
Rahmadanti Nurditya Hardini,"Kalo gk bisa buat sistem yang bagus gak usah buat fitur pembelian tiket konser deh, bad experience banget war tiket di aplikasi ini",1,4.54.0,2023-03-31 02:22:36,Hai Rahmadanti. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF,2023-03-31 06:44:14,4.54.0
aditya wibisana,Bagua,5,4.54.0,2023-03-31 00:28:40,,,4.54.0
herwin d erwin,Sangat bagus mantap,5,4.54.0,2023-03-31 00:26:06,,,4.54.0
Yati Nur,Nn,3,,2023-03-30 21:55:38,Hai Yati. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY,2023-04-02 02:47:31,
Fajriah Seprima,Ekhem selamat menikmati feedback kami🙏🏼,1,,2023-03-30 21:15:53,"Hai Fajriah. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF

",2023-03-31 00:32:42,
Rifa,jelek banget buat nonton streamingnya jkt48 ngelag layar item dari awal sampe akhir rugi banget sih,5,4.54.0,2023-03-30 14:57:37,Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : IV,2023-03-19 01:23:54,4.54.0
Cahyo Panuntun,Sekarang sangat mudah pesan tiket. Tiket apapun. Tinggal pencet. Beres!,5,4.54.0,2023-03-30 14:26:13,,,4.54.0
ALMIRON 78,PEMBATALAN BELI TIKET..TETAPI TAGIHAN MASIH ADA.! ITU UANG SAYA LARI NYA KEMANA.?! *KORUPSI MUNGKIN.!!!,1,4.54.0,2023-03-30 13:40:38,Hai Almiron. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF,2023-03-31 00:37:12,4.54.0
Erma Wulandari,Bagus,5,4.55.0,2023-03-30 11:09:04,,,4.55.0
Agus Suprayetno,Selalu ada diskonnya,5,4.54.0,2023-03-30 07:09:43,,,4.54.0
Dwi Sarwanto,Mengecewakan pesen tiket jauh2 hari alhasil gak dapet,1,4.54.0,2023-03-30 06:50:03,"Hai Dwi. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF

",2023-03-31 01:02:25,4.54.0
Ecii ci NI,"Parah bgt kemarin pas war tiket suga🙄 lag trs giliran tiket lainya ga lag , kebanyakan kukan army yg dapet tpi olshop "" gitu orang dalem banyak amat ya sampe army susah bgt beli tiketnya udah Tiket nya dimahalin pajaknya juga dimahalin ga ngotak gila!!! Bak bener promotornya sma tiketnya 😾😵‍💫",1,,2023-03-30 06:21:22,"Hai Eci. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF

",2023-03-31 01:23:25,
Om_ Indra,Ok,4,4.51.0,2023-03-30 05:36:11,,,4.51.0
Sri Hardianti,"sistem ticketing sangat ancur parah banget padahal fee gede udah mirip sama sebelah (cognitix), tapi kualitas service ampas",1,4.55.1,2023-03-30 05:24:13,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF

",2023-03-31 01:33:54,4.55.1
Rachma Nurul,"UI/UX lu benerin dulu kalo mau jadi platform buat war tiket konser, udah kena gocap tapi nyusahin",1,,2023-03-30 03:33:26,"Hai Rachma. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF

",2023-03-31 01:40:09,
Lathifah Amalia,"GAK JELAS. BIKIN SUSAH YANG MAU TICKETING SUGA KARNA FITURNYA YANG AMAT SANGAT TIDAK EFISIEN DAN MAKAN WAKTU DI SAAT APP LO GAMPANG BGT CRASH SEPARAHH ITU. LO MAKAN TUH DUIT MENTAH MENTAH. AWAS AJA YAA SAMPEK KETAHUAN KALO EMANG ADA KECURANGAN DAN ADA ORDAL, KITA GA AKAN TINGGAL DIEM",1,,2023-03-29 21:26:45,Hai Lathifah Amalia. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF,2023-03-31 07:15:12,
Miv zwag,parah bgt fee platform gak salah salah segitu tp sistem elek👎,1,4.54.0,2023-03-29 18:04:51,Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AF,2023-03-31 07:21:29,4.54.0
Ayuu rizkyn,aplikasi yang sangat sangat sangat buruk. jelek bgt sistem nya ga memuaskan sama sekali,1,4.52.0,2023-03-29 17:51:44,Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : AR,2023-04-06 00:11:03,4.52.0
Siti Muflihah,"Fee aplikasi tiket konser lebih mahal daripada yg lain, tapi web & app nya tetep crash. Jelek.",1,4.54.0,2023-03-29 13:58:07,,,4.54.0
Nomie Elfrida,Berkesan,5,3.2.1,2023-03-29 13:38:55,,,3.2.1
Ahvina Dwi,"biaya layanan mahal, tapi buat beli tiket konser aplikasi error mulu 👎",1,,2023-03-29 13:20:32,,,
Dila Ayu,Aplikasi terburuk penjualan tiket ter gak jelas parah,1,4.54.0,2023-03-29 12:56:00,,,4.54.0
Aphrodita RizkiHapsari,"kesel lah, karena war tiket konser suga kemarin aplikasinya malah down.",1,4.54.0,2023-03-29 12:54:48,,,4.54.0
ChrisBali Tours,Masih perlu dibenahi lg,3,4.54.0,2023-03-29 12:39:56,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2023-04-02 02:44:14,4.54.0
Puteri Nur Farieda,"Orang jahat yang selalu pedulikan ORDAL per tiket konseran. Jangan"" brand ambassador nya dikasih tiket gratis nonton Suga juga nih. Licik",1,4.54.0,2023-03-29 10:46:43,,,4.54.0
sarsah tazzkia,"lu jelek, cakepan suga",1,4.54.0,2023-03-29 09:57:49,,,4.54.0
Siti Maimunah,Payah mo beli tiket konser ternyata udh di booking khusus org²tertentu wkwk curang namanya . Lain kali yg bener kalo kerja . Lagi bulan puasa gausah macem² moga sadar sih yak,1,4.54.0,2023-03-29 08:22:17,,,4.54.0
Damar Cintasih Putri,Sampe hotel mau chek in nama tidak tercantum! Jadi gelandangan semalaman. TIDAK PROFESIONAL!,1,,2023-03-29 07:58:58,"Hai Damar, maaf sudah buat kamu kecewa. Boleh kamu ceritakan detail pemesanan kamu via Email: cs@tiket.com dengan subject: “Konfirmasi Review App” agar segera kami bantu cek. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : RD",2023-03-30 04:31:53,
ahmad fauzan,"Aplikasi kurang ajar, sudah pesen hotel jauh hari malah pihak hotel gak nerima pesananya..",1,,2023-03-29 07:47:38,"Hai Ahmad, mohon maaf sudah buat kamu kecewa ya sobat. Perihal kendala dalam pemesanan kamu sedang dalam penanganan ya sobat. Mohon kesediaan kamu untuk menunggu konfirmasi selanjutnya melalui e-mail atau telepon ya sobat. Besar harapan kami agar kendala tersebut tidak terulang kembali ya sobat.
Terima kasih 😊 By : RD
",2023-03-30 06:05:45,
Afani Eka,"Bisa-bisanya menerima orang dalam buat transaksi tiket konser Agust D di Jakarta, mana pelayanan nya jelek",1,,2023-03-29 07:41:02,,,
Alia Rahmin,"Apknya gak cocok buat war tiket, sebelum war aja dah crash apalagi pas jam nya. Padahal biaya platfrom nya mahal, tapi gak bisa nampung banyak customer 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,4.52.0,2023-03-29 07:19:51,,,4.52.0
Kharisma PS,jelek,1,4.54.0,2023-03-29 07:14:27,,,4.54.0
Windi Watiningsih,"Not bad, but not good",1,4.54.0,2023-03-29 06:51:37,,,4.54.0
Kusni Hidayah,fee doang gede! sistemnya ancur,1,4.52.0,2023-03-29 06:24:47,,,4.52.0
Shalihata Almukhlashiyna,"Pengalaman War Tiket SUGA 1. VIP, CAT 1, CAT 2 perlu klik “Lihat 5 Paket Lainnya”. Ribet & nambah titik error 2. Diawal udh pilih hari, tp masih ada kalender yg nambah effort scroll. 3. Banner “Kamu sudah mencapai 2 tiket” nutupin button Pesan",1,4.54.0,2023-03-29 06:11:49,,,4.54.0
Fadhilatunnisa,"Kasian teman-teman gue yang beli tiket di aplikasi ini, malah sengaja dibatasin sama oknum untuk memberi makan calo-calo yang udah menyuap kalian.",1,4.49.2,2023-03-29 06:06:57,,,4.49.2
Christie ayuningtyas wardani,Sangat amat kecewa karena server anda yg gak memadai saya ga bsa bli tiket agustd.. Ngecrush. Klo blm sanggup gausa handle tiket konser kpop,1,4.54.0,2023-03-29 06:05:34,,,4.54.0
Nilam P (닐암),konyol !!!!!,1,4.54.0,2023-03-29 05:46:39,,,4.54.0
Feny Pratiwi,"Servernya jelek mau beli tiket gabisa², sekalinya liat ada yg udah paymemt malah di refund dr pihak tikom lucu kali",1,4.55.1,2023-03-29 05:43:42,,,4.55.1
Anggieta Gamani,UI/UX designnya jelek bgt.. bayar mahal buat fee aplication buat beli tiket konser tp app nya crash 💀💀 I beg you please consider fixing your app,1,,2023-03-29 05:32:40,,,
Shela Fajar Roro Kristanti,"Ga wort it untuk war tiket konser AgustD, seharusnya tau bakalan byk akun yg masuk ga ada persiapan jadinya server down bahkan sebelum mulai jam war tiket. Udah tiket mahal exclude Tax dan calo matok harga mahal, gua kepental gabisa masuk bahkan saat tinggal payment kan bikin nyesek",1,4.52.0,2023-03-29 05:21:19,,,4.52.0
Lenita Indri,"Sistemnya error terus, jlk",1,4.54.0,2023-03-29 05:07:48,,,4.54.0
Nadira Arevia Hermawan,"UI maasih banyak yang perlu diperbaiki, flow dibikin ribet dan user harus effort melakukan hal yang sama double",1,4.54.0,2023-03-29 05:07:47,,,4.54.0
Mia Aurina,gak efisien utk war tiket konser,1,4.54.0,2023-03-29 05:01:44,,,4.54.0
dwika kalista,Sumpah kacau banget sistemnya buat war tiket konser. No recommended !,1,4.54.0,2023-03-29 04:55:21,,,4.54.0
Silia Indahwati,ngecrush nya parah banget kemaren,1,4.54.0,2023-03-29 04:52:25,,,4.54.0
Star Light,Mantappp.. sangat membantu 👍👍. Awalnya sangat membantu.. pembayaran saya jg tdk pernah telat namun semankin lama aplikasinya mengecewakan 😢. Paylater tdk aktif 🤐,3,4.54.0,2023-03-29 04:51:48,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk sementara tiket paylater by Indodana masih dalam tahap pemeliharaan ya, silahkan gunakan metode pembayaran lainnya atau kamu bisa lakukan pengecekan secara berkala ya sobat. Terima kasih 😊 by : PY",2023-04-02 02:39:38,4.54.0
Lenshop ALLin,"Saya sudah berulang kali ketahap pembayaran,ternyata di bilang kuota pembelian saya 0. Padahal saya belum melakukan pembelian. Seperti di curangi",1,4.54.0,2023-03-29 04:50:06,,,4.54.0
Wenti Zega,Buruk,1,,2023-03-29 04:29:26,,,
B Rhesyana R,Saya g tau ada apa sama aplikasi ini dng salah satu promotor konser. Tp saya harap bisa perbaiki lagi sistemnya secara keseluruhan. Terimakasih,1,4.54.0,2023-03-29 04:13:59,,,4.54.0
Fajriati rizki,"step yang sudah dilakukan malah di ulang di halaman selanjutnya,",1,4.52.0,2023-03-29 03:12:09,,,4.52.0
dini intan permata sari,nga beres perihal pertiketan konsernya benerin dulu staf2nya apa lagi yang ngerti IT klo jujur jualanya boleh saya tambahin 1 bintang lg,1,4.54.0,2023-03-29 02:12:30,,,4.54.0
Hesty Putri,Aplikasinya ngecrash mulu anjir,1,,2023-03-29 02:08:15,,,
Nur Afifah,"Parah sihh bisa""nya apk ngelag kayak gitu ga habis thingking coyyy padahal ada batas payment juga tapi apk tetep ngelag sampe 30 menitan. Kok ya masih aja bulan puasa nyari duit dengan cara ga halal gini. Nyali gede juga ya berani Main-main sama army wkwkwk. Mentingin fomo ketimbang yang real fans keterlaluan lo minn, Tiati min udah di do'ain satu Indonesia lo wkwk",1,4.54.0,2023-03-29 01:58:57,,,4.54.0
Indrianti,Kacau,1,4.54.0,2023-03-29 01:41:23,,,4.54.0
emi nurhidayati,Jelek banget najissss fee mahal tp server suliiitttt bangettttt,1,4.54.0,2023-03-29 01:34:43,,,4.54.0
Riska Indah,apk jelek 👎,1,4.54.0,2023-03-29 00:57:47,,,4.54.0
Ruth Yunita Wijaya,"App yg tidak support utk pembelian tiket konser, dan bnyak kecurangan terjadi. Harga sdh d naikin tp app tdk di upgrade",1,4.51.0,2023-03-29 00:42:45,,,4.51.0
Nanda Wimala E,aplikasinya kurang banget,1,,2023-03-29 00:32:59,,,
Anisa Salsabila,"Aplikasi gk guna, nge war tiket malah ngecrash parah buat apa itu admin 70rb tapi aplikasinya gk bsa di pake.",1,4.54.0,2023-03-29 00:12:05,,,4.54.0
Yana ajh,"Fee doang yg gedeeee,, sistemnya ancoorrr",1,,2023-03-28 23:55:04,,,
Sarah latifah,Jelek sangat mengecewakan karna pelayanan tidak jujur👎,1,,2023-03-28 22:40:16,,,
Lisna Eka Erlina,jelekk,1,4.54.0,2023-03-28 22:20:28,,,4.54.0
Oness oness,Permainan war tiket yang cukup jahat untuk menipu 🤡🤡🤡,1,4.54.0,2023-03-28 22:03:40,,,4.54.0
00:00,Tidak profesional,1,4.54.0,2023-03-28 21:57:57,,,4.54.0
putri utami,"jelek banget dah kalau buat war tiket yg high demand. masa baru mau masuk aja langsung ga bisa klik pilih tiket, loadingnya lama sekalinya bisa langsung habis, keliatan bgt permainan nya",1,4.55.0,2023-03-28 21:52:27,,,4.55.0
NA NA,"bayar platform ampe 50rb tapi ga dapet jaminan selama war tiket lancar. apaan dari setengah jam sebelum mulai ticketing website udh ga bisa di akses, baru bisa di akses setengah setelah ticketing, tapi tiap klik ticket ga bisa di akses lagi. sejam kerjaan gw cuma klik ""coba lagi coba lagi"" ampe gumoh.",1,4.54.0,2023-03-28 21:48:55,,,4.54.0
ike maya,"Payah... gbs jualan tiket konser, tdk memuaskan",1,,2023-03-28 21:30:12,,,
Taeh vi,"Proses ticketing konser Suga nya jelek bangeet, nge crash Mulu mana ada tindak kecurangan di beberapa section tidak bisa dipilih karena sudah disetting dari sistemnya. Lain kali kalau ngga mampu jangan nyoba, bermasalahnya sama kita kita fandom gede",1,,2023-03-28 21:05:06,,,
Nuri Nurlianti,JELEK BANGET 👎👎👎👎👎,1,4.54.0,2023-03-28 20:35:42,,,4.54.0
Krasivaya Devushka,"jelek. gak bisa di pakai aplikasinya. nge war tiket aja gak masuk-masuk, apa-apaan...",1,,2023-03-28 18:12:32,,,
Bilaa 29,duit mulu pikiran lu,1,4.54.0,2023-03-28 18:07:59,,,4.54.0
Agillia Berysta Arumdani,"Fee gede tapi server kagak bener, itu fee buat apa? Perampokan kah???",1,,2023-03-28 17:57:33,,,
Sholeh Ida,Scammer!,1,4.54.0,2023-03-28 17:00:28,,,4.54.0
Dini sri astuti,Bayar platform mahal tapi banyak curangnya,1,4.54.0,2023-03-28 16:47:26,,,4.54.0
Puput Junghotang92,You're the worst,1,4.54.0,2023-03-28 16:46:13,,,4.54.0
cha aa,SANGAT BURUK 👎,1,,2023-03-28 16:44:39,,,
Afifah Fahimah,Jelek,1,,2023-03-28 16:43:00,,,
Ira Rahayu,LAIN KALI KLO NGEHANDLEE EVENT YG BENEERR,1,4.52.0,2023-03-28 16:35:54,,,4.52.0
jeon deva,bersihin dlu dah ordal ordal nya,1,,2023-03-28 16:29:07,,,
Brown sugar,👎👎👎👎👎👎,1,,2023-03-28 16:24:10,,,
Warofhormone 13,"Aplikasi payah,.. War tiket dari Day 1 sampe general sales ttp aja gadapet udh tinggal payment malah tiba² keluar Biaya admin sama platformnya aja yang elit tapi aplikasi sulit cuuakkksss Kalo beneran tiketnya di jualin ke calo moga aja ga laku deh aamiin paling kenceng gue saking kecewanya 🤲🤲😌😌😌",1,4.54.0,2023-03-28 16:21:09,,,4.54.0
Nurhalipah Ipah,"Fee doang mahal kualitas ga ada, sampah banget! perbaikin tuh sistem sama managementnya deh sekalian biar ga pada curang.",1,4.54.0,2023-03-28 16:20:27,,,4.54.0
Fika Nurkholifah,Menyedihkan,1,,2023-03-28 16:19:35,,,
Putri Insani Kabeakan,Aplikasinya jelek masa membiarkan calo ngambil tiket. Mana bot dibiarin lagi,1,4.52.0,2023-03-28 16:13:36,,,4.52.0
Siti Nur Hasanah Pitriyani,"Ngambil fee aja gede tapi server error mulu, gimama sih👎👎",1,,2023-03-28 15:51:39,,,
